time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),uv_index_max (),uv_index_clear_sky_max (),rain_sum (mm),showers_sum (mm),snowfall_sum (cm),precipitation_sum (mm),precipitation_hours (h),precipitation_probability_max (%),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm),temperature_2m_mean (°C),apparent_temperature_mean (°C),cape_mean (J/kg),cape_max (J/kg),cape_min (J/kg),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),dew_point_2m_mean (°C),dew_point_2m_max (°C),dew_point_2m_min (°C),et0_fao_evapotranspiration_sum (mm),growing_degree_days_base_0_limit_50 (undefined),leaf_wetness_probability_mean (undefined),precipitation_probability_mean (%),precipitation_probability_min (%),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),snowfall_water_equivalent_sum (mm),pressure_msl_mean (hPa),pressure_msl_max (hPa),pressure_msl_min (hPa),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),updraft_max (m/s),visibility_mean (m),visibility_min (m),visibility_max (m),winddirection_10m_dominant (°),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),wet_bulb_temperature_2m_mean (°C),wet_bulb_temperature_2m_max (°C),wet_bulb_temperature_2m_min (°C),vapour_pressure_deficit_max (kPa),soil_moisture_0_to_100cm_mean (undefined),soil_moisture_0_to_10cm_mean (m³/m³),soil_moisture_0_to_7cm_mean (undefined),soil_moisture_28_to_100cm_mean (undefined),soil_moisture_7_to_28cm_mean (undefined),soil_temperature_0_to_100cm_mean (undefined),soil_temperature_0_to_7cm_mean (undefined),soil_temperature_28_to_100cm_mean (undefined),soil_temperature_7_to_28cm_mean (undefined)
2023-07-26,3,40.4,26.8,37.8,26.5,2023-07-25T19:25,2023-07-26T10:12,53230.11,48825.19,7.75,7.75,0.00,0.00,0.00,0.00,0.0,NaN,18.9,32.0,71,27.42,8.64,33.9,32.4,5.8,100.0,0.0,31,96,0,8.3,13.5,2.7,8.64,NaN,NaN,NaN,NaN,23,42,10,0.00,1001.7,1004.2,999.6,933.3,936.0,932.1,NaN,24140.00,24140.00,24140.00,71,18.3,10.3,9.0,4.8,18.8,21.1,17.4,6.77,NaN,0.048,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-07-27,3,39.7,25.1,39.6,22.0,2023-07-26T19:26,2023-07-27T10:11,53104.65,29701.35,7.30,7.75,0.00,0.20,0.00,0.20,2.0,NaN,44.3,77.8,287,23.29,8.62,32.9,31.5,167.1,580.0,0.0,80,100,0,11.9,17.5,7.8,8.62,NaN,NaN,NaN,NaN,30,50,15,0.00,1000.4,1005.7,997.1,931.9,935.2,930.1,NaN,24140.00,24140.00,24140.00,287,30.8,16.9,5.8,2.0,20.0,22.8,17.4,6.16,NaN,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-07-28,3,32.5,23.3,29.7,23.9,2023-07-27T19:27,2023-07-28T10:10,52976.96,42344.02,7.45,7.65,0.00,0.00,0.00,0.00,0.0,NaN,28.5,47.9,266,22.00,7.35,28.1,26.8,32.9,140.0,0.0,71,100,0,12.6,16.5,9.3,7.35,NaN,NaN,NaN,NaN,40,63,24,0.00,1004.9,1007.1,1002.7,935.0,936.5,933.9,NaN,24140.00,24140.00,24140.00,266,28.8,16.1,6.5,3.4,18.6,19.5,17.9,3.70,NaN,0.050,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-07-29,1,34.2,21.1,33.6,21.8,2023-07-28T19:28,2023-07-29T10:09,52847.20,48626.46,7.55,7.55,0.00,0.00,0.00,0.00,0.0,NaN,15.3,25.9,56,27.10,6.34,28.3,28.1,12.9,140.0,0.0,5,30,0,11.0,17.8,3.0,6.34,NaN,NaN,NaN,NaN,38,67,15,0.00,1004.0,1006.5,1002.0,934.2,936.1,933.0,NaN,24140.00,24140.00,24140.00,56,12.6,6.6,2.5,0.7,18.0,20.3,16.4,4.46,NaN,0.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-07-30,3,37.0,25.7,35.6,25.4,2023-07-29T19:29,2023-07-30T10:08,52715.50,42251.12,7.60,7.60,0.00,0.00,0.00,0.00,0.0,NaN,17.2,28.4,316,25.28,7.76,31.0,30.0,21.2,140.0,0.0,64,100,0,10.4,15.6,7.1,7.76,NaN,NaN,NaN,NaN,30,47,16,0.00,1002.6,1005.0,1000.5,933.5,935.2,932.5,NaN,24140.00,24140.00,24140.00,316,19.6,10.7,5.8,1.3,18.6,20.1,17.1,5.28,NaN,0.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-07-31,3,37.4,26.2,37.4,24.7,2023-07-30T19:30,2023-07-31T10:07,52582.00,38869.52,7.60,7.60,0.00,0.30,0.00,0.30,3.0,NaN,29.5,51.5,228,22.40,8.33,31.4,30.0,354.6,750.0,90.0,78,100,0,12.2,15.0,7.1,8.33,NaN,NaN,NaN,NaN,32,43,16,0.00,1003.4,1005.2,1000.5,934.3,936.0,932.9,NaN,24140.00,24140.00,24140.00,228,28.9,15.8,12.6,4.3,19.6,21.1,17.6,5.33,NaN,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-01,80,36.5,23.4,37.4,25.0,2023-07-31T19:31,2023-08-01T10:06,52446.84,46726.36,7.30,7.55,0.00,0.40,0.00,0.40,1.0,NaN,14.8,24.5,82,24.75,6.11,30.2,31.1,428.8,1050.0,70.0,30,100,0,14.3,18.2,10.5,6.11,NaN,NaN,NaN,NaN,41,65,21,0.00,1003.3,1005.1,1001.4,934.0,935.8,932.8,NaN,24140.00,24140.00,24140.00,82,11.5,5.8,4.0,1.6,20.2,22.1,18.3,4.83,NaN,0.047,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-02,3,35.6,24.1,35.0,24.1,2023-08-01T19:32,2023-08-02T10:05,52310.17,32607.62,7.45,7.55,0.00,0.10,0.00,0.10,1.0,NaN,27.1,46.1,255,19.42,7.19,29.4,28.3,174.2,340.0,0.0,78,100,0,12.6,16.2,9.2,7.19,NaN,NaN,NaN,NaN,38,57,20,0.00,1004.3,1007.4,1000.4,934.7,936.7,932.4,NaN,24140.00,24140.00,24140.00,255,26.2,14.5,12.6,2.3,19.1,20.3,17.7,4.64,NaN,0.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-03,2,36.6,21.1,36.0,21.3,2023-08-02T19:33,2023-08-03T10:03,52172.11,47451.77,7.55,7.55,0.00,0.00,0.00,0.00,0.0,NaN,17.8,29.2,79,25.15,6.61,29.3,28.8,112.9,680.0,0.0,17,66,0,11.2,16.3,6.2,6.61,NaN,NaN,NaN,NaN,36,59,16,0.00,1004.3,1006.9,1001.8,934.7,936.9,933.6,NaN,24140.00,24140.00,24140.00,79,15.2,8.3,3.2,1.5,18.4,20.9,15.9,5.15,NaN,0.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-04,3,38.1,25.3,36.9,23.4,2023-08-03T19:34,2023-08-04T10:02,52032.78,46396.24,7.55,7.55,0.00,0.10,0.00,0.10,1.0,NaN,14.8,25.2,239,25.45,7.67,31.4,30.3,88.8,390.0,0.0,27,100,0,10.3,13.8,7.8,7.67,NaN,NaN,NaN,NaN,29,40,16,0.00,1003.5,1006.1,1000.4,934.5,936.6,932.8,NaN,24140.00,24140.00,24140.00,239,17.8,10.4,8.3,5.0,18.7,20.5,16.3,5.59,NaN,0.049,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-05,3,38.8,25.9,38.8,25.1,2023-08-04T19:35,2023-08-05T10:01,51892.32,43702.26,7.55,7.55,0.00,0.00,0.00,0.00,0.0,NaN,17.0,26.6,234,21.68,7.06,32.7,31.4,73.8,190.0,0.0,70,100,0,9.3,13.8,5.3,7.06,NaN,NaN,NaN,NaN,25,41,13,0.00,1002.7,1005.6,1000.5,934.0,936.7,932.7,NaN,24140.00,24140.00,24140.00,234,16.9,9.1,6.5,1.6,18.8,20.1,17.3,5.95,NaN,0.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-06,3,35.4,25.5,34.5,23.1,2023-08-05T19:36,2023-08-06T10:00,51750.48,27968.73,7.15,7.50,0.00,0.60,0.00,0.60,4.0,NaN,24.6,41.8,275,18.60,7.60,30.1,28.3,72.5,520.0,0.0,96,100,62,11.1,13.8,8.8,7.60,NaN,NaN,NaN,NaN,32,45,20,0.00,1000.2,1002.8,997.4,931.1,933.8,929.4,NaN,24140.00,24140.00,24140.00,275,28.7,16.0,12.6,2.4,18.6,20.7,16.8,4.59,NaN,0.049,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-07,3,30.5,23.4,28.4,22.1,2023-08-06T19:37,2023-08-07T09:58,51606.20,19376.35,7.45,7.45,0.00,0.00,0.00,0.00,0.0,NaN,30.4,50.0,266,14.88,6.46,26.6,24.6,45.8,180.0,0.0,97,100,70,12.5,14.0,10.2,6.46,NaN,NaN,NaN,NaN,42,54,29,0.00,1001.1,1003.3,998.8,931.1,933.2,929.6,NaN,24135.83,24040.00,24140.00,266,34.0,19.7,19.4,9.7,18.0,19.0,17.0,3.06,NaN,0.048,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-08,80,31.5,21.4,32.2,22.6,2023-08-07T19:38,2023-08-08T09:57,51459.55,40325.01,7.35,7.35,0.00,1.00,0.00,1.00,5.0,NaN,9.7,16.9,9,22.07,5.14,26.9,27.5,227.5,370.0,50.0,74,100,7,13.6,15.9,10.8,5.14,NaN,NaN,NaN,NaN,46,71,28,0.00,1004.9,1010.1,1001.1,934.7,939.0,932.1,NaN,24140.00,24140.00,24140.00,9,10.9,5.1,2.5,0.5,18.6,19.8,17.3,3.33,NaN,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-09,80,33.1,20.8,33.9,21.8,2023-08-08T19:40,2023-08-09T09:56,51310.68,46328.69,7.20,7.20,0.00,0.50,0.00,0.50,3.0,NaN,14.3,30.2,150,22.62,5.55,27.0,27.4,283.8,980.0,0.0,33,100,0,13.9,16.4,10.6,5.55,NaN,NaN,NaN,NaN,47,70,26,0.00,1009.1,1011.0,1007.1,938.6,939.8,937.9,NaN,24140.00,24140.00,24140.00,150,15.3,7.6,6.8,3.3,18.8,20.6,16.9,3.75,NaN,0.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-10,3,35.7,24.1,33.5,24.4,2023-08-09T19:41,2023-08-10T09:54,51159.77,42439.90,7.30,7.30,0.00,0.50,0.00,0.50,3.0,NaN,20.1,32.8,75,24.57,7.28,29.7,29.2,61.2,180.0,0.0,68,100,0,12.9,17.5,9.3,7.28,NaN,NaN,NaN,NaN,38,57,20,0.00,1005.8,1009.5,1002.3,936.2,939.0,934.2,NaN,24140.00,24140.00,24140.00,75,21.3,11.9,8.3,2.2,19.3,21.1,17.7,4.67,NaN,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-11,80,33.3,22.5,32.7,22.0,2023-08-10T19:42,2023-08-11T09:53,51006.95,30486.08,7.35,7.35,0.00,1.00,0.00,1.00,5.0,NaN,29.4,51.8,238,16.76,6.46,27.0,25.6,193.3,460.0,90.0,88,100,57,13.2,15.0,11.7,6.46,NaN,NaN,NaN,NaN,44,58,28,0.00,1008.1,1010.4,1003.9,937.7,939.0,935.2,NaN,22337.50,11340.00,24140.00,238,32.4,17.3,9.4,1.8,18.5,20.3,16.9,3.68,NaN,0.084,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-12,80,29.1,18.8,27.1,19.4,2023-08-11T19:43,2023-08-12T09:51,50852.38,28558.36,7.20,7.20,0.70,1.60,0.00,2.30,7.0,NaN,34.7,60.5,280,15.27,4.59,22.6,21.6,90.0,320.0,0.0,82,100,36,13.1,15.0,9.8,4.59,NaN,NaN,NaN,NaN,58,73,31,0.00,1011.7,1014.8,1006.9,940.0,942.3,937.0,NaN,23793.33,16640.00,24140.00,280,27.6,13.6,5.8,2.5,16.7,17.9,15.5,2.78,NaN,0.145,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-13,80,26.9,15.1,27.4,12.9,2023-08-12T19:44,2023-08-13T09:50,50696.21,31944.15,7.15,7.15,2.40,1.30,0.00,3.70,4.0,NaN,21.3,45.4,257,18.26,5.15,21.6,20.2,13.8,120.0,0.0,78,100,19,10.6,14.6,8.9,5.15,NaN,NaN,NaN,NaN,51,68,36,0.00,1012.0,1017.2,1008.4,940.1,943.4,937.9,NaN,23570.83,17000.00,24140.00,257,25.0,12.5,14.0,5.4,15.0,17.2,11.5,2.27,NaN,0.145,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-14,80,20.8,12.7,20.0,12.7,2023-08-13T19:45,2023-08-14T09:48,50538.57,22760.72,6.00,7.00,2.30,1.00,0.00,3.50,5.0,NaN,14.0,24.8,245,12.20,2.29,16.4,15.9,21.2,100.0,0.0,70,100,0,10.6,12.1,8.0,2.29,NaN,NaN,NaN,NaN,70,95,44,0.00,1018.8,1020.4,1016.4,945.2,946.6,943.6,NaN,24140.00,24140.00,24140.00,245,10.9,4.9,3.2,0.7,12.8,13.9,11.3,1.37,NaN,0.186,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-15,3,24.1,12.3,21.6,11.6,2023-08-14T19:46,2023-08-15T09:47,50379.61,45804.68,7.00,7.00,0.00,0.00,0.00,0.00,0.0,NaN,14.8,27.7,251,21.28,4.39,18.9,17.6,22.5,260.0,0.0,35,100,0,8.4,12.0,4.9,4.39,NaN,NaN,NaN,NaN,54,87,29,0.00,1018.7,1020.0,1017.1,945.7,946.8,944.5,NaN,24140.00,24140.00,24140.00,251,14.7,7.0,6.8,0.4,12.9,14.7,10.9,2.14,NaN,0.146,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-16,1,28.2,16.2,26.8,14.1,2023-08-15T19:47,2023-08-16T09:45,50219.48,45741.29,7.10,7.10,0.00,0.00,0.00,0.00,0.0,NaN,12.3,24.5,231,25.35,5.92,21.9,20.0,1.7,10.0,0.0,1,20,0,5.9,10.7,-1.1,5.92,NaN,NaN,NaN,NaN,38,60,15,0.00,1016.1,1018.2,1012.9,944.0,945.4,942.4,NaN,24140.00,24140.00,24140.00,231,17.6,9.1,10.1,2.1,13.1,15.2,11.2,3.21,NaN,0.145,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-17,0,30.2,16.4,27.8,15.3,2023-08-16T19:48,2023-08-17T09:44,50058.29,45605.73,7.10,7.10,0.00,0.00,0.00,0.00,0.0,NaN,13.6,23.4,104,25.18,5.73,23.7,22.4,1.7,10.0,0.0,0,0,0,8.3,12.4,3.0,5.73,NaN,NaN,NaN,NaN,41,66,18,0.00,1013.0,1017.6,1010.7,941.5,945.4,939.5,NaN,24140.00,24140.00,24140.00,104,15.3,8.2,5.4,0.4,14.9,17.1,12.5,3.48,NaN,0.132,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-18,3,31.7,17.6,30.1,17.2,2023-08-17T19:50,2023-08-18T09:42,49896.19,35192.23,6.70,7.05,0.00,0.00,0.00,0.00,0.0,NaN,37.8,70.2,255,20.95,6.61,24.5,22.4,1.7,10.0,0.0,41,100,0,8.7,13.8,3.4,6.61,NaN,NaN,NaN,NaN,40,71,17,0.00,1012.0,1014.1,1008.9,940.8,942.3,939.5,NaN,24140.00,24140.00,24140.00,255,26.6,13.8,6.1,1.8,15.4,16.7,13.6,3.89,NaN,0.144,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-19,2,33.1,18.0,31.8,17.2,2023-08-18T19:51,2023-08-19T09:41,49733.30,45267.01,7.05,7.05,0.00,0.00,0.00,0.00,0.0,NaN,12.6,22.7,120,23.73,5.73,25.8,24.8,3.3,20.0,0.0,18,70,0,9.3,13.0,5.0,5.73,NaN,NaN,NaN,NaN,38,64,18,0.00,1011.1,1013.8,1008.7,940.2,942.5,939.3,NaN,24140.00,24140.00,24140.00,120,14.1,7.6,5.8,2.1,16.1,17.9,13.7,4.15,NaN,0.119,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-20,2,34.3,21.1,33.9,20.4,2023-08-19T19:52,2023-08-20T09:39,49569.74,43797.43,7.05,7.05,0.00,0.00,0.00,0.00,0.0,NaN,11.3,17.3,208,23.47,5.87,27.5,26.8,1.7,10.0,0.0,29,79,0,9.9,13.8,7.2,5.87,NaN,NaN,NaN,NaN,35,57,19,0.00,1009.8,1011.9,1007.0,939.4,941.3,938.2,NaN,24140.00,24140.00,24140.00,208,12.9,7.1,6.1,2.6,17.1,19.1,15.0,4.37,NaN,0.118,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-21,1,35.9,22.0,34.9,20.3,2023-08-20T19:53,2023-08-21T09:37,49405.64,44942.62,7.00,7.00,0.00,0.00,0.00,0.00,0.0,NaN,10.9,19.4,263,24.20,6.57,28.7,27.2,3.8,20.0,0.0,1,12,0,7.6,11.1,3.9,6.57,NaN,NaN,NaN,NaN,29,45,14,0.00,1007.8,1011.1,1005.6,937.9,940.9,936.3,NaN,24140.00,24140.00,24140.00,263,15.1,8.2,8.3,2.4,16.5,18.4,14.4,5.09,NaN,0.109,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-22,3,35.3,23.6,34.6,21.5,2023-08-21T19:54,2023-08-22T09:36,49241.13,33003.79,6.75,7.00,0.00,0.00,0.00,0.00,0.0,NaN,27.0,55.4,246,19.89,7.63,29.3,26.8,16.7,100.0,0.0,85,100,17,7.4,10.9,1.5,7.63,NaN,NaN,NaN,NaN,27,44,12,0.00,1007.1,1008.9,1003.9,937.3,938.5,935.6,NaN,24129.17,23880.00,24140.00,246,25.8,14.0,11.2,3.8,16.7,18.6,15.6,5.00,NaN,0.116,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-23,3,35.6,21.3,33.2,20.5,2023-08-22T19:55,2023-08-23T09:34,49076.31,43944.19,6.95,6.95,0.00,0.00,0.00,0.00,0.0,NaN,20.1,33.8,269,22.76,7.06,28.6,26.7,31.7,140.0,0.0,23,98,0,7.4,13.6,1.7,7.06,NaN,NaN,NaN,NaN,30,55,12,0.00,1005.4,1007.8,1002.4,935.5,938.4,933.9,NaN,24140.00,24140.00,24140.00,269,19.4,10.5,7.9,1.5,16.4,18.0,14.9,5.11,NaN,0.098,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-24,3,35.3,20.5,34.2,19.8,2023-08-23T19:56,2023-08-24T09:33,48911.31,44349.40,6.85,6.85,0.00,0.00,0.00,0.00,0.0,NaN,13.9,24.8,102,23.09,6.33,27.8,26.5,59.2,440.0,0.0,22,96,0,8.8,13.7,3.7,6.33,NaN,NaN,NaN,NaN,33,56,14,0.00,1004.6,1007.1,1001.9,934.7,936.7,933.5,NaN,24140.00,24140.00,24140.00,102,15.6,8.6,8.6,1.8,16.7,19.1,14.6,4.90,NaN,0.097,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-25,3,35.8,23.9,33.1,22.9,2023-08-24T19:57,2023-08-25T09:31,48746.23,35606.73,6.85,6.85,0.00,0.00,0.00,0.00,0.0,NaN,20.6,34.2,45,21.82,6.90,29.0,27.3,8.8,70.0,0.0,75,100,0,8.5,12.1,4.8,6.90,NaN,NaN,NaN,NaN,29,42,15,0.00,1002.7,1006.3,999.9,933.2,936.2,931.8,NaN,24140.00,24140.00,24140.00,45,18.9,10.8,5.4,1.5,17.0,19.2,14.8,4.94,NaN,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-26,61,33.1,23.4,30.8,24.1,2023-08-25T19:59,2023-08-26T09:29,48580.82,31016.50,5.55,6.80,0.10,0.10,0.00,0.20,2.0,NaN,21.5,35.3,84,18.33,5.47,28.2,27.7,29.2,140.0,0.0,100,100,100,12.0,15.9,7.8,5.47,NaN,NaN,NaN,NaN,39,60,21,0.00,1002.6,1004.1,1000.5,932.8,934.3,931.8,NaN,23482.50,14720.00,24140.00,84,16.9,8.8,3.6,0.4,18.4,20.0,17.0,3.99,NaN,0.101,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-27,80,30.6,17.8,29.4,15.7,2023-08-26T20:00,2023-08-27T09:28,48413.95,17251.69,6.35,6.75,3.30,1.50,0.00,4.90,9.0,NaN,33.5,55.4,275,12.82,4.73,24.3,22.6,32.1,280.0,0.0,100,100,95,12.7,15.7,10.7,4.73,NaN,NaN,NaN,NaN,52,80,30,0.00,1003.9,1010.0,998.7,933.2,937.4,929.7,NaN,23489.17,12900.00,24140.00,275,29.3,17.3,6.5,1.1,17.1,19.7,14.7,3.06,NaN,0.104,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-28,61,20.6,13.2,19.2,12.8,2023-08-27T20:01,2023-08-28T09:26,48245.66,7928.58,2.35,6.55,2.30,0.00,0.00,2.30,4.0,NaN,32.8,55.8,266,8.61,2.57,17.6,16.0,1.7,10.0,0.0,80,100,0,11.7,14.7,9.9,2.57,NaN,NaN,NaN,NaN,69,91,51,0.00,1013.6,1016.3,1009.6,940.7,943.0,937.3,NaN,24088.33,22960.00,24140.00,266,27.3,14.5,9.7,2.9,13.9,15.8,12.2,1.17,NaN,0.141,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-29,1,26.2,14.7,22.8,14.7,2023-08-28T20:02,2023-08-29T09:24,48076.09,43453.40,6.60,6.60,0.00,0.00,0.00,0.00,0.0,NaN,21.6,35.6,74,22.81,4.79,20.4,19.5,1.7,10.0,0.0,2,28,0,11.1,14.4,7.2,4.79,NaN,NaN,NaN,NaN,59,90,30,0.00,1009.6,1014.5,1007.8,937.6,941.6,935.0,NaN,24140.00,24140.00,24140.00,74,18.9,10.6,2.5,0.5,14.9,15.9,13.6,2.38,NaN,0.144,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-30,3,32.3,18.3,30.1,17.0,2023-08-29T20:03,2023-08-30T09:23,47905.36,42868.75,6.55,6.65,0.00,0.00,0.00,0.00,0.0,NaN,37.5,61.6,275,22.41,6.12,24.9,23.4,12.9,90.0,0.0,44,100,0,10.4,13.7,6.5,6.12,NaN,NaN,NaN,NaN,42,61,20,0.00,1005.8,1010.0,1002.6,935.1,938.7,933.1,NaN,24140.00,24140.00,24140.00,275,21.9,12.8,7.9,5.2,16.3,18.8,13.6,3.87,NaN,0.146,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-31,80,24.3,15.7,20.9,13.4,2023-08-30T20:04,2023-08-31T09:21,47733.58,34775.17,6.15,6.55,0.30,0.50,0.00,0.80,2.0,NaN,47.7,79.9,272,14.79,4.20,19.8,16.8,0.0,0.0,0.0,60,100,0,8.1,12.7,5.6,4.20,NaN,NaN,NaN,NaN,48,62,30,0.00,1014.5,1015.9,1012.6,942.0,943.9,939.8,NaN,24140.00,24140.00,24140.00,272,32.5,17.6,4.7,2.9,13.1,15.7,10.3,2.13,NaN,0.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-01,80,27.1,16.7,23.2,15.5,2023-08-31T20:05,2023-09-01T09:19,47560.88,40054.84,5.55,6.50,0.00,0.40,0.00,0.40,2.0,NaN,29.2,46.4,270,18.85,5.51,22.3,19.7,0.0,0.0,0.0,56,86,26,8.2,9.8,6.3,5.51,NaN,NaN,NaN,NaN,42,62,27,0.00,1013.2,1015.5,1011.6,941.4,943.5,939.3,NaN,24140.00,24140.00,24140.00,270,25.6,14.8,10.4,4.5,14.2,15.7,12.2,2.58,NaN,0.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-02,3,30.0,16.6,26.9,15.0,2023-09-01T20:06,2023-09-02T09:17,47387.38,42819.20,6.50,6.50,0.00,0.00,0.00,0.00,0.0,NaN,18.8,33.8,265,21.69,5.79,23.6,21.7,2.9,20.0,0.0,28,100,0,7.0,9.4,1.5,5.79,NaN,NaN,NaN,NaN,37,57,16,0.00,1010.5,1012.8,1008.3,939.2,941.5,937.2,NaN,24131.67,23940.00,24140.00,265,18.7,10.0,7.6,2.3,14.3,16.3,11.6,3.57,NaN,0.123,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-03,3,30.9,21.3,30.5,17.7,2023-09-02T20:08,2023-09-03T09:16,47213.19,33400.30,6.45,6.45,0.00,0.00,0.00,0.00,0.0,NaN,16.6,26.3,280,20.44,6.13,25.7,23.7,5.0,40.0,0.0,80,100,6,6.5,9.7,4.1,6.13,NaN,NaN,NaN,NaN,30,36,23,0.00,1006.2,1009.8,1003.2,935.7,938.7,934.0,NaN,24072.50,23600.00,24140.00,280,18.3,9.7,9.7,3.8,15.0,17.8,12.5,3.40,NaN,0.128,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-04,63,26.2,12.4,23.3,11.9,2023-09-03T20:09,2023-09-04T09:14,47038.43,22024.37,4.55,6.35,2.90,0.20,0.00,3.10,3.0,NaN,47.5,83.5,262,13.80,4.18,18.8,16.3,5.4,20.0,0.0,68,100,0,8.3,11.3,4.5,4.18,NaN,NaN,NaN,NaN,54,85,26,0.00,1014.4,1020.7,1006.1,941.7,946.7,935.3,NaN,23616.67,17600.00,24140.00,262,28.6,14.3,5.4,3.0,12.8,14.7,10.6,2.51,NaN,0.145,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-05,2,23.5,12.1,22.3,10.9,2023-09-04T20:10,2023-09-05T09:12,46863.20,42243.93,6.25,6.25,0.00,0.00,0.00,0.00,0.0,NaN,8.9,18.0,131,21.42,3.93,18.0,17.0,4.2,40.0,0.0,14,51,0,8.6,10.1,5.6,3.93,NaN,NaN,NaN,NaN,57,82,32,0.00,1017.4,1020.0,1015.6,944.3,946.5,943.1,NaN,24140.00,24140.00,24140.00,131,11.3,5.9,4.7,1.6,12.5,14.2,10.2,1.97,NaN,0.147,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-06,3,25.7,15.2,23.8,14.3,2023-09-05T20:11,2023-09-06T09:10,46687.62,33501.85,6.25,6.25,0.00,0.00,0.00,0.00,0.0,NaN,13.0,23.8,146,19.41,4.22,20.7,19.2,0.4,10.0,0.0,84,100,4,7.6,10.7,4.5,4.22,NaN,NaN,NaN,NaN,45,69,26,0.00,1013.5,1017.0,1011.3,941.4,944.1,940.1,NaN,24140.00,24140.00,24140.00,146,13.3,7.2,4.0,1.3,13.3,15.1,11.6,2.44,NaN,0.165,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-07,3,27.5,15.2,26.1,13.3,2023-09-06T20:12,2023-09-07T09:08,46511.79,34588.47,6.00,6.15,0.00,0.00,0.00,0.00,0.0,NaN,9.9,17.6,240,17.97,4.17,21.4,19.8,1.2,10.0,0.0,85,100,39,6.9,9.2,2.4,4.17,NaN,NaN,NaN,NaN,42,60,21,0.00,1011.1,1014.2,1009.7,939.2,942.3,936.7,NaN,24140.00,24140.00,24140.00,240,12.0,6.4,4.3,2.4,13.3,15.3,10.7,2.82,NaN,0.150,NaN,NaN,NaN,NaN,NaN,NaN,NaN
